,id,text,label,label_text
1722,e0e9cb3902,<----------- is listening the **** out of Lamb of God,1,neutral
1723,3ec9a1578c,Spilled chocolate milk in my car,0,negative
1724,349251e2a4," my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",1,neutral
1725,07c4438a0a, plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,0,negative
1726,441e2a5a82,LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,1,neutral
1727,09140327f6,tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,1,neutral
1728,2fadf73014,"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",0,negative
1729,ef5ba215b6,"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",1,neutral
1730,440e8fc447,Hockey was so fukinï¿½ good  **** you hole! xD,1,neutral
1731,7eb1620dec, Shop smart.  Shop S Mart.,2,positive
1732,bdc7de6846," yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",1,neutral
1733,d2565af489, That is INCREDIBLY sweet!!!! What a good Hubby...,2,positive
1734,4ed4f2fce6, caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,0,negative
1735,ecc58c9428,off to lunch with all the people from aikido,1,neutral
1736,915ce84b4b, Too bad I can`t come!  Enjoy urself tho.,1,neutral
1737,4d194d770c,Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell,1,neutral
1738,eed1736183,Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking,0,negative
1739,13ca815d01, me to mi sausage,1,neutral
1740,48a90031bd,"got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo",1,neutral
1741,1c14b45cee," house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",1,neutral
1742,242de9277c, Good to hear... several of my peeps are working tonight...,2,positive
1743,b287d39fb3, I hope so too.  How are you?,2,positive
1744,0986073590,"Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",1,neutral
1745,081ac56240,Boo....Up DLP is sold out for 8:30,1,neutral
1746,095410237d,"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",2,positive
1747,3cf6817f75, aww  but we miss you here in the USA.,0,negative
1748,edd38781e4,Its seriously quiet and lonely here without Bunny,0,negative
1749,d664f99182,ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.,1,neutral
1750,e8ddfa3959,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,2,positive
1751,502aa24ca7,Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.,1,neutral
1752,3861b033fb,Watching fireworks off the Bay bridge.,1,neutral
1753,86a28f67e9,_x Yepp.  Do you Like Dylan or Cole Better?,1,neutral
1754,83c92f835b,still freakin out about missing the game!!!  #jonasnewsongs,0,negative
1755,8d138ab15b," yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",1,neutral
1756,9e8665abc5,Dang  I left my Rolando`s dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!,1,neutral
1757,d4623c0bd6, no worries,2,positive
1758,75ca238abe,So sad I`m going to miss seeing Pennywise again this year,0,negative
1759,ec8507eef4, haha. Thanks Shannon.  3 out of 5 boats got first.,2,positive
1760,65c1831198, if you`re watching this...I love you.' I almost died. But now...SHE MEANS NOTHING!,1,neutral
1761,dcb745bcf2,woke up an hour early just to study for        a test,1,neutral
1762,cb1a68137c, They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!,1,neutral
1763,a4d578eeb1,"Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground Wednesday night at 9 p.m.! (1401 W. Devon Ave., Chicago 60660",1,neutral
1764,64cf7657b9,has just got out the shower,1,neutral
1765,650fcedd22,he`s back! meeting him in 40 mins,1,neutral
1766,0e0b4a2960, Even IE8 would be better,2,positive
1767,106a999786," It is, Pinkwind is a thing from Vanessa`s dad. And My sister made me that SN in the 4th grade",1,neutral
1768,6c18eab109,I cant change my profile picture on Facebook,1,neutral
1769,d792349406, she lookd soo freaked out!!poor wee thing,0,negative
1770,dbdbe24969,omgoodness FINALLY back from dinner with the fam bam!,2,positive
1771,5a3c9bf459,was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,1,neutral
1772,f61861742c,"is happy  and clean, squeaky clean",2,positive
1773,2a69a25949,Don`t Chase Me - Shea Fisher download it,1,neutral
1774,8d02587ab0,"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don`t they have dates? Oh boys!",1,neutral
1775,6940969fb4,"sickkk, it`s been two days since summer started and it suck already!",0,negative
1776,06aaa8e680,At an 80``S retro prom wishing HE was here to dance with!  I`m gonna miss his great dancing 2nite  but still having a blast & a few drinks,1,neutral
1777,f4052e9331,why i chose iphone   http://tr.im/kpaE,1,neutral
1778,35f539ffa8,i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,0,negative
1779,736f2bd7b6,Adams morgannnn for jumbo slice,1,neutral
1780,35e15c616c,_Bloody_Poet What`s the matter?,1,neutral
1781,4104064854, has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..,1,neutral
1782,d5c25dbc63,  still need to see that movie ! I am all about vampires,1,neutral
1783,34b7f333cb,Have a happy Friday and weekend everyone .. TGIF for me is nothing,2,positive
1784,bdf9453e5e," Yeah, I`ve seen that before, funny   *Hey honey, Jill just sent me a **** in a box*",1,neutral
1785,6c409292ce, - JT on SNL tonight.,1,neutral
1786,ee89b16825,Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,2,positive
1787,9f0147e874,is going to sleep. Tomorrow Exam Review,1,neutral
1788,1962233e5d,"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",0,negative
1789,f2d120c26e,Missing Nate more than usual tonight,0,negative
1790,10c841e57b,anyone got an FFE account? if so.. add me,1,neutral
1791,5aa568e0a4," I`ll be one of your 'groovy guys' any time, shortie short  #photofollows",1,neutral
1792,2c9aebcb01,Birthday tomorrow. Doing jack **** all weekend,0,negative
1793,101a8b583a,How Come I Can Never Sleep Past?? Not Good,0,negative
1794,e01eb1cf88,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,2,positive
1795,7017d6c8cf,"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",2,positive
1796,4793312f15,this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,1,neutral
1797,ed539778c1,"to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x",1,neutral
1798,198854f289,cannot relaxing because she have to practice for her graduation,1,neutral
1799,d1aa96a414,"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",2,positive
1800,92fe747a96,hi  godd day eweryone im in a reel good mood to day,2,positive
1801,02077519e6,"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!",1,neutral
1802,784fbab498,"_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",1,neutral
1803,a3dff88c1d, It takes a big man to type a sad tweet like that!,0,negative
1804,1977ce206b, better than throwing them out,1,neutral
1805,21c6854561, I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,0,negative
1806,eb9b4d2431, Big Thanks Melody!  Gotta love that sunshine-lots of vit D,2,positive
1807,0b3b751482,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,2,positive
1808,932af12853,Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,2,positive
1809,aacd4d0c3f," loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",2,positive
1810,ee35fcd036,"this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",1,neutral
1811,44daf50a02,Paper writing til my heart`s content,1,neutral
1812,7623079330, awww such a sweetie. hope your mom has a wonderful mother`s day too,2,positive
1813,e64b0cc77d, yeah dude. Mike is out,1,neutral
1814,780ee451f1, It`s a great movie - My best is the Welsh flatmate,2,positive
1815,59ee5ff2f9," I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",0,negative
1816,001e4be1ab,Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?,1,neutral
1817,363460c8f4,Just got to the gym but w/no energy,1,neutral
1818,5be8565b8d, Im sad i cant go. it makes me sad,0,negative
1819,ecaa478ef4, same. Was going to try warm milk but I`m lactose intolerant  haha.,1,neutral
1820,acdbccaeeb,Is my picture showing?,1,neutral
1821,fc28b797bb,about to take my mum out for jewellery shopping and a coffee for mothers day,1,neutral
1822,5a8f396cb2,so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,2,positive
1823,06a6314076, oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,0,negative
1824,82ea51ab18,I wanna feel my chin,1,neutral
1825,895cec1c48, i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,2,positive
1826,8fb50df8d2,feeling so great!,2,positive
1827,37fa199c50,AHHHHHHHH!I can`t get miley to notice me......,0,negative
1828,121b9c13c2,"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",2,positive
1829,451880b8a6,I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,2,positive
1830,c08a90abbd,Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,2,positive
1831,23dad0b69f,_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,0,negative
1832,470f2669c4,well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,1,neutral
1833,53aae02026,being new to Twitter?!?!?,1,neutral
1834,ec946f285d,"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",0,negative
1835,0b25a31b7e,is surfin`..,1,neutral
1836,d2a3207aae, Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!,1,neutral
1837,5dbb7ae2a3,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,1,neutral
1838,151779dfad,Ok. Over exagerrated. Twitter is not to bad.... I guess.,1,neutral
1839,c4393e4cba, HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,2,positive
1840,88051e4bea," Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",2,positive
1841,845495ffac,But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,2,positive
1842,241afcd4ec,Getting the FAB portraits ready to upload today,2,positive
1843,eb85ce805d, You have DSL? Welcome to 2009!,2,positive
1844,a04227ef4e,Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,0,negative
1845,98c11bdba8,its too hot in my room. i wanna go swimming.,0,negative
1846,11634e3bf7, We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,1,neutral
1847,944cb46d62, http://twitpic.com/4so0u - OOO i wish i was her  he`s hot,2,positive
1848,c9dfbf4275, I have a new found respect for you now that I know you know the Konami code!,1,neutral
1849,1c2a41d71e, At work at the mo and it`s so sunny here today   Off to see a band tonight!!,1,neutral
1850,c5d1af4ed5, Ace @ the exams!,1,neutral
1851,8c582b0575,It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,0,negative
1852,db331541b6," my name is Jason, but sunshine works too.",1,neutral
1853,82c72d7fd0, took my forum access away   fail.,0,negative
1854,ade8ce79b8,"lied last weekend when she said she wouldn`t get upset, just an FYI.",1,neutral
1855,80d96cab37," hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",2,positive
1856,2a054d9205, yeah i want to know what that is too!,1,neutral
1857,2f8250d0df,the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????,0,negative
1858,0c83190ad8,"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",2,positive
1859,7ebaf21cf7,hanging out with my babyy,1,neutral
1860,cabf8f9dea, Not yet.... too early in the AM,1,neutral
1861,706a860942,"_tron oh god, whose tire?",1,neutral
1862,5de3c34293,i am the only arabic girl who`s online  every one is  a sleep ..,1,neutral
1863,327f378bd9,I ate Something I don`t know what it is... Why do I keep Telling things about food,1,neutral
1864,9d187014d5,Good morning... Iï¿½m soooo tierd,1,neutral
1865,e4f5ac16a7,_n Where can I get some?,1,neutral
1866,7120ebfa1b,  just wanna be there tonight,1,neutral
1867,1b64ea8f30,It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,1,neutral
1868,954f523ded," very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",2,positive
1869,ed4b3d03eb,I took my antibiotics and I still feel like ****,0,negative
1870,87187923db,How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore,1,neutral
1871,bd13675621,...Nomore adventure time,0,negative
1872,e389e41385,"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",2,positive
1873,88375a5f3e,"Laura`s gone for the weekend, I miss her already!",0,negative
1874,7257f9b2b0,had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,2,positive
1875,d80d99b28c,Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,0,negative
1876,f6d3caf9ed,All my spare time seems `twill be spent doing homework this weekend.,1,neutral
1877,a00246028f,LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,0,negative
1878,57f432f582,"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",2,positive
1879,14193ff01c,5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,2,positive
1880,07a8205fee,I wanna be at BEA as well!!!!   #BEA09,1,neutral
1881,11e23ea0ed, lol -catch me if u can,1,neutral
1882,9198679ac1,stupid wireless!!,0,negative
1883,348804d270," HAHAAH! Crys, you blowing the fuses is a typical move",0,negative
1884,dd7a9fb210,"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",0,negative
1885,839095ea38,"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",1,neutral
1886,fb10c20429,has a saw thumb from playing Virtua Tennis...,1,neutral
1887,f52e7e5a88," We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",0,negative
1888,db4a79059a,Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,0,negative
1889,9114d80bac,Laundry time and LOTS of it!,1,neutral
1890,7674cfa90a," ha ha, no, will be thankful i am not dragging them up a mountain today",2,positive
1891,7dc87b5fc5,"Had a great time with mpix shootout, just great  thanks mpix...",2,positive
1892,6328fd1b81,"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",2,positive
1893,0473875c4a,sad ending to the softball season.,0,negative
1894,3709c4e1be,Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,2,positive
1895,962ca0488f,_ Well their not gonna fit her in with this big long advertisement,1,neutral
1896,846d43bc8f,Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,0,negative
1897,aa6e04fee2,Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,2,positive
1898,b84d47c65f,http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,2,positive
1899,646d1df036,@_Freya Good Night,2,positive
1900,b00763f904,"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",1,neutral
1901,da60c4db48,. very much enjoyed your 'whats in a name' article,2,positive
1902,ebecd8135f, yeahh,1,neutral
1903,5b584d38ff,4 hours till Mothers Day Party  Yeah!,2,positive
1904,eaf8a522e9, arrr bummer  who do you want to win?,1,neutral
1905,4e38efebc2,eating my roommate`s cereal. sorry bro,0,negative
1906,3195d34e5b, Good news about the tooth!,2,positive
1907,8d2be5bfc8," Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",0,negative
1908,6788d6c565,Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),2,positive
1909,fd7434a0e9,is done with classes for her freshman year.,1,neutral
1910,3e3496c6d4, it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,2,positive
1911,81defce8a3,  http://twitter.com/friends?page=20 press previous on that page.,1,neutral
1912,62ed3d6141, What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,1,neutral
1913,1219ed4a21,LOVE ME LOVE ME SAY THAT YOU LOVE ME...,2,positive
1914,9c90694664,Why didn`t my favorite spotters last tweet go to my phone,1,neutral
1915,c35b8dbb8a,    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,2,positive
1916,b39dbc6ee5,__ Thanks. It`s SO annoying!,1,neutral
1917,3df0f721e1,"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",1,neutral
1918,e9c8585ad1,I have the biggest crush on Pink but she doesn`t know I`m alive,1,neutral
1919,2c9d5de236,Happy Mother`s Day everyone,2,positive
1920,f3912c1463,"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",2,positive
1921,fc5aa0f34f, thanks so much for the belated #followfriday shout out #payingitforward,2,positive
1922,ce71d002ec,Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,2,positive
1923,dab7f56791," **** brah, u not happy?",0,negative
1924,4c1733246f, hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,2,positive
1925,cc1f8918df,is in history,1,neutral
1926,76f0861133, happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,2,positive
1927,074b2d89dd, an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,1,neutral
1928,398d591255, haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,1,neutral
1929,f8d8ebaf8d,new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,1,neutral
1930,a267c3e874, We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,1,neutral
1931,c6e5884baa,Nice days like this make me miss Alki,1,neutral
1932,b1ddb9811e,_Fizz he`s really not into new people  I dunno em but he said he`d try,1,neutral
1933,e30721df0d,At the  concert! I hope  makes a guest appearance,1,neutral
1934,ac4a84a76c, Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,0,negative
1935,959c593450," I keep trying to invite  out, but I think she`s afraid of me.",0,negative
1936,f20074e0d0, thanks for the #followfriday as you can see us South Africans were on holiday on fri,2,positive
1937,259b075523,ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,0,negative
1938,19365e33a0,july!!!!,1,neutral
1939,78b24a76c4, Which denomination? I`m at the library and everything`s blocked.,0,negative
1940,00276ae6b1,Emoticons by Christian. '  ' http://twitpic.com/66riq,1,neutral
1941,3592e3ebc9, Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,2,positive
1942,79c57e46eb," Hey, sorry I got off last night!",0,negative
1943,54eba9eb73, Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,2,positive
1944,e17302312e,"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",0,negative
1945,360af83c85,Good episode of Top Gear tonight.,2,positive
1946,4331a46aba,awhile ago it freaking hot! now it`s wet  turn off!,0,negative
1947,10502f22bf," It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",1,neutral
1948,6d7cbd206f," ta babe, you know me i do love your curried",2,positive
1949,5be9ccda69, Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,1,neutral
1950,0dc0eb905d,Not found: the thing I was looking for,1,neutral
1951,a29a76a54c, so sad i have to pay $60,0,negative
1952,63491134ab, i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,0,negative
1953,4fb2131d08," aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",2,positive
1954,2cec07986b,"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",1,neutral
1955,5e84445c6a,doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,0,negative
1956,fd5eece5b2,Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,2,positive
1957,7b88197891,my msn crashes way too much  hmph,0,negative
1958,3ba8596881,"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",0,negative
1959,ee6febbfb4,At social.  just saw G-1.. Awwww,2,positive
1960,fff97388cf,hey thanks for the follow  ..,2,positive
1961,e54c45018b,Enjoyed Star Trek... More please,2,positive
1962,2a2c1635c8,639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,1,neutral
1963,ca929837eb,"I can`t sleep, this is so darn frustrating.",0,negative
1964,046af350ac, I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,0,negative
1965,19f108c62c,Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,1,neutral
1966,7a897c9999, http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,1,neutral
1967,1aba7766ca,I have been awarded my first ever credit card,2,positive
1968,575e4a89fe, tts ridiculously sweet of you,2,positive
1969,7e8212f5f2, so sorry to hear that,0,negative
1970,8800a2d912, hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,2,positive
1971,e05fd863d4, Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,1,neutral
1972,09a5b9b958,Starting the accounts for this year.,1,neutral
1973,32b129dc3f,says Happy Mother`s Day to all the Moms out there.,2,positive
1974,b4031d0753," Yay me!  But, what in particular?",1,neutral
1975,e7a0f7ac99, I have to work  but I`ll just watch it later.. even though it`s not the same.,1,neutral
1976,a9da40eedd," Oh, final msg - Why didn`t you review my boardgame Bookchaseï¿½ when you were on telly? We didn`t even get a nice letter..",0,negative
1977,3c9419868b,"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",2,positive
1978,0d45e4e926,"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",1,neutral
1979,b667160840, then ill post it,1,neutral
1980,587cf8a61e, it is my honor,2,positive
1981,89ac21e1f6,Man i am being boring today not tweeting  How are you guys?,0,negative
1982,6769efef8a, yes its the twins  so i wontt be watching,1,neutral
1983,b1f6fb88d4,Cut my thumb with the saw in small metals   again...,0,negative
1984,34a862a739,is loving Mortal Combat right now!,2,positive
1985,5da03690bc,Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,0,negative
1986,bc7b967aea,Now I`m depressed again..ugh!!! HELP!!!,0,negative
1987,9be622ea54,My spellingis awful on twiiter,0,negative
1988,faee4563bd,snowbear has finally come out...congrats che and warren,2,positive
1989,02baa25e55,Oh no she stopped!,1,neutral
1990,e162b84433,Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½,0,negative
1991,156816e845,"mmm, pizza for dinner. yum. but i burnt my mouth though ..",2,positive
1992,c13b15d9d1,screw the fact you can`t post LONG updates on twitter,0,negative
1993,204d6510c6,**** awake at 2 am !  i hate sickness,0,negative
1994,fbd510ea84, beat? don`t understand,1,neutral
1995,2793cbbfab,Inspired to blog about something inspirational. Haha.,2,positive
1996,490734b764,"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",2,positive
1997,b106a248a9,Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,0,negative
1998,9f9a4e2bb2,"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",1,neutral
1999,6e2c555beb, awwww yur a awesome mother keep up the good work,2,positive
2000,838c1184b4,Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,0,negative
2001,b04dcbb3be,  Please don`t get me watching BB too,1,neutral
2002,71c6b00c21,ayy fml. nothing is perfect,0,negative
2003,81de3c6143,"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",1,neutral
2004,bfb0644d9e, I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,1,neutral
2005,f02bdad05e,not sure where the real state market is moving  confused either hold or go ahead with the plans?,1,neutral
2006,f57f3b6265, i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),1,neutral
2007,16a66e0b8c," if I have 5000 friend requests tomorrow, I`m blaming you  nite",0,negative
2008,84c5b0a3f6,"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",2,positive
2009,83e576fd29,Listening to Busted - 3AM. I miss them,0,negative
2010,9946895c91, Great idea,2,positive
2011,49ec855925,i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,2,positive
2012,ee51d32074,would some one plese suggest me a great thriller movie,2,positive
2013,ab5b510355, My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,1,neutral
2014,d64eec0d6c, Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,0,negative
2015,75b30e5358,One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,1,neutral
2016,514b972ba8,_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,0,negative
2017,bd90c840ea, I DIDDDD. I MET THEM AGAIN,1,neutral
2018,3ee7e1cbb0, it is so unfair that all the good rock shows happen only in B`lore and Pune,2,positive
2019,e5599343e7, knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,2,positive
2020,0b20eef5b1,"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",2,positive
2021,790af846a5,Nevermind! Beyonce doesn`t have a Twitter  Haha,2,positive
2022,f6e3a6dd55,_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,1,neutral
2023,abc1500c46, Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,2,positive
2024,9d6fc9c77a," no he sabido nada de ti, this is making me a bit sad I must say!",0,negative
2025,73e548424b,I missed the math trade,0,negative
2026,316d5aeaf6,Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,2,positive
2027,7907132523,In bed with 2 girls,1,neutral
2028,43ee9d3c82, Me too,1,neutral
2029,a584ebd602,_queen like it,2,positive
2030,3d4b0a81a6, I think YOUR blog should`ve been on the list,1,neutral
2031,b303da170c,I am going to die tomorrow night.   should be here.,0,negative
2032,9f7da3aa4a,_08 hell yeah! i missed u last nite  lol do u like my opinion?,1,neutral
2033,e22beff480, Nooooo!  Working this weekend,0,negative
